"Application_ID","Score"
"CCC20000001",0.549458682537079
"CCC20000003",0.659332811832428
"CCC20000005",0.127045497298241
"CCC20000006",0.427268952131271
"CCC20000007",0.267929583787918
"CCC20000008",0.209428906440735
"CCC20000010",0.246081724762917
"CCC20000011",0.911291420459747
"CCC20000012",0.313177645206451
"CCC20000017",0.533710539340973
"CCC20000018",0.585142195224762
"CCC20000021",0.558991730213165
"CCC20000023",0.241975411772728
"CCC20000024",0.720590054988861
"CCC20000025",0.286341667175293
"CCC20000026",0.146287217736244
"CCC20000028",0.135356575250626
"CCC20000030",0.229394823312759
"CCC20000032",0.727585971355438
"CCC20000033",0.317399919033051
"CCC20000034",0.232774436473846
"CCC20000035",0.865668833255768
"CCC20000037",0.413617759943008
"CCC20000040",0.604491353034973
"CCC20000041",0.627012312412262
"CCC20000044",0.431076318025589
"CCC20000046",0.541512250900269
"CCC20000047",0.391996383666992
"CCC20000049",0.889835000038147
"CCC20000050",0.306908309459686
"CCC20000051",0.317956387996674
"CCC20000054",0.374065190553665
"CCC20000055",0.820555090904236
"CCC20000056",0.879015207290649
"CCC20000057",0.542921602725983
"CCC20000058",0.14263853430748
"CCC20000059",0.406535744667053
"CCC20000060",0.131209701299667
"CCC20000062",0.161541044712067
"CCC20000063",0.418746262788773
"CCC20000065",0.205802828073502
"CCC20000066",0.470715522766113
"CCC20000067",0.579329013824463
"CCC20000070",0.579064071178436
"CCC20000071",0.374881237745285
"CCC20000072",0.700204432010651
"CCC20000073",0.453398287296295
"CCC20000074",0.300660759210587
"CCC20000075",0.134115278720856
"CCC20000076",0.242779031395912
"CCC20000077",0.424562633037567
"CCC20000078",0.838237762451172
"CCC20000079",0.192392334342003
"CCC20000080",0.357101857662201
"CCC20000081",0.273085504770279
"CCC20000082",0.336808443069458
"CCC20000084",0.269330352544785
"CCC20000085",0.5112224817276
"CCC20000086",0.595656275749207
"CCC20000088",0.146897718310356
"CCC20000089",0.300856053829193
"CCC20000090",0.475935459136963
"CCC20000092",0.185525804758072
"CCC20000093",0.566809892654419
"CCC20000094",0.42157906293869
"CCC20000097",0.146470814943314
"CCC20000098",0.258099943399429
"CCC20000099",0.215614184737206
"CCC20000101",0.482232511043549
"CCC20000104",0.519523561000824
"CCC20000105",0.244312822818756
"CCC20000106",0.350658386945724
"CCC20000107",0.474810212850571
"CCC20000108",0.297477394342422
"CCC20000109",0.108434744179249
"CCC20000113",0.673722624778748
"CCC20000114",0.683864057064056
"CCC20000115",0.142945110797882
"CCC20000118",0.452043741941452
"CCC20000119",0.475476205348969
"CCC20000120",0.631129503250122
"CCC20000121",0.370728462934494
"CCC20000122",0.839869141578674
"CCC20000123",0.699559032917023
"CCC20000124",0.331890970468521
"CCC20000125",0.246737867593765
"CCC20000127",0.491604924201965
"CCC20000128",0.437654703855515
"CCC20000129",0.169734865427017
"CCC20000130",0.31218808889389
"CCC20000132",0.429303377866745
"CCC20000133",0.893888652324677
"CCC20000134",0.569640576839447
"CCC20000135",0.847762823104858
"CCC20000136",0.605079650878906
"CCC20000137",0.378246128559113
"CCC20000138",0.54411119222641
"CCC20000140",0.696557283401489
"CCC20000142",0.394781827926636
"CCC20000143",0.600248277187347
"CCC20000144",0.578625619411469
"CCC20000145",0.22304755449295
"CCC20000146",0.655717015266418
"CCC20000148",0.191980138421059
"CCC20000149",0.247795462608337
"CCC20000152",0.165354579687119
"CCC20000153",0.42642417550087
"CCC20000154",0.618626654148102
"CCC20000155",0.278625279664993
"CCC20000156",0.515579521656036
"CCC20000157",0.791156411170959
"CCC20000158",0.960442423820496
"CCC20000159",0.228929772973061
"CCC20000161",0.503099977970123
"CCC20000162",0.39564037322998
"CCC20000163",0.229747653007507
"CCC20000164",0.26113224029541
"CCC20000165",0.674117743968964
"CCC20000166",0.209494441747665
"CCC20000167",0.664728283882141
"CCC20000169",0.466534823179245
"CCC20000171",0.948037266731262
"CCC20000172",0.252396017313004
"CCC20000175",0.576640784740448
"CCC20000176",0.352165281772614
"CCC20000178",0.224782511591911
"CCC20000179",0.400212109088898
"CCC20000180",0.277732163667679
"CCC20000182",0.543390274047852
"CCC20000183",0.155578598380089
"CCC20000184",0.451661884784698
"CCC20000185",0.533512473106384
"CCC20000186",0.404886156320572
"CCC20000187",0.619417905807495
"CCC20000190",0.891406416893005
"CCC20000191",0.22418150305748
"CCC20000192",0.329776555299759
"CCC20000193",0.415675520896912
"CCC20000194",0.330616921186447
"CCC20000196",0.252093106508255
"CCC20000197",0.703843712806702
"CCC20000198",0.530717611312866
"CCC20000199",0.431441813707352
"CCC20000200",0.182969659566879
"CCC20000201",0.612253189086914
"CCC20000202",0.523853063583374
"CCC20000203",0.172873139381409
"CCC20000205",0.377642661333084
"CCC20000207",0.269153267145157
"CCC20000208",0.592131495475769
"CCC20000211",0.347248882055283
"CCC20000213",0.241703003644943
"CCC20000215",0.303535461425781
"CCC20000217",0.814295172691345
"CCC20000219",0.771255731582642
"CCC20000220",0.11008033901453
"CCC20000221",0.138175114989281
"CCC20000222",0.514195203781128
"CCC20000223",0.842385411262512
"CCC20000225",0.278024613857269
"CCC20000226",0.453026592731476
"CCC20000227",0.245811656117439
"CCC20000228",0.168270573019981
"CCC20000229",0.407713145017624
"CCC20000230",0.313940554857254
"CCC20000233",0.686672806739807
"CCC20000234",0.670043706893921
"CCC20000235",0.209092944860458
"CCC20000236",0.319952100515366
"CCC20000237",0.162958845496178
"CCC20000238",0.642178893089294
"CCC20000240",0.562947928905487
"CCC20000243",0.166937246918678
"CCC20000244",0.272273272275925
"CCC20000245",0.536689877510071
"CCC20000246",0.16689695417881
"CCC20000249",0.132963955402374
"CCC20000251",0.322484016418457
"CCC20000252",0.453069388866425
"CCC20000254",0.454834282398224
"CCC20000257",0.467151314020157
"CCC20000259",0.373272240161896
"CCC20000260",0.318720757961273
"CCC20000261",0.15268149971962
"CCC20000262",0.477016180753708
"CCC20000263",0.281008273363113
"CCC20000264",0.571732819080353
"CCC20000265",0.36721858382225
"CCC20000266",0.142486438155174
"CCC20000269",0.845827400684357
"CCC20000271",0.287552267313004
"CCC20000272",0.2919642329216
"CCC20000273",0.359738796949387
"CCC20000274",0.462414503097534
"CCC20000275",0.692674577236176
"CCC20000276",0.314272165298462
"CCC20000278",0.32067945599556
"CCC20000280",0.486350685358047
"CCC20000281",0.596995651721954
"CCC20000282",0.158005207777023
"CCC20000283",0.247727617621422
"CCC20000284",0.311017483472824
"CCC20000288",0.254806756973267
"CCC20000293",0.426376551389694
"CCC20000294",0.662269830703735
"CCC20000296",0.620684146881104
"CCC20000298",0.259524077177048
"CCC20000299",0.291220784187317
"CCC20000300",0.377430438995361
"CCC20000301",0.335211962461472
"CCC20000302",0.72287255525589
"CCC20000303",0.308442801237106
"CCC20000305",0.232696235179901
"CCC20000306",0.229121461510658
"CCC20000309",0.51781839132309
"CCC20000310",0.51629114151001
"CCC20000311",0.782348036766052
"CCC20000313",0.474150270223618
"CCC20000314",0.386490166187286
"CCC20000315",0.190675020217896
"CCC20000316",0.42326956987381
"CCC20000317",0.398611545562744
"CCC20000319",0.427953600883484
"CCC20000321",0.405951976776123
"CCC20000323",0.480451494455338
"CCC20000325",0.706552743911743
"CCC20000326",0.341019600629807
"CCC20000327",0.532206654548645
"CCC20000328",0.946096181869507
"CCC20000329",0.503573596477509
"CCC20000331",0.773801267147064
"CCC20000334",0.175327628850937
"CCC20000335",0.302610069513321
"CCC20000336",0.148550093173981
"CCC20000337",0.529844760894775
"CCC20000339",0.110520645976067
"CCC20000341",0.674315750598907
"CCC20000343",0.931540071964264
"CCC20000345",0.417339026927948
"CCC20000346",0.220103994011879
"CCC20000347",0.586234033107758
"CCC20000348",0.860958516597748
"CCC20000349",0.742793381214142
"CCC20000350",0.211533322930336
"CCC20000351",0.133646935224533
"CCC20000352",0.296328485012054
"CCC20000353",0.464427053928375
"CCC20000355",0.164656564593315
"CCC20000357",0.466970682144165
"CCC20000358",0.735370218753815
"CCC20000360",0.719274580478668
"CCC20000361",0.376046299934387
"CCC20000362",0.331827014684677
"CCC20000363",0.30354830622673
"CCC20000364",0.49553519487381
"CCC20000366",0.659177362918854
"CCC20000368",0.30732387304306
"CCC20000369",0.166471108794212
"CCC20000370",0.216490089893341
"CCC20000371",0.267929583787918
"CCC20000372",0.497913509607315
"CCC20000373",0.327653229236603
"CCC20000374",0.487139374017715
"CCC20000375",0.183156386017799
"CCC20000376",0.235454186797142
"CCC20000380",0.12862566113472
"CCC20000381",0.54452520608902
"CCC20000382",0.208977654576302
"CCC20000384",0.41982302069664
"CCC20000385",0.889914870262146
"CCC20000387",0.632010877132416
"CCC20000388",0.467971324920654
"CCC20000389",0.153817549347878
"CCC20000390",0.499440222978592
"CCC20000392",0.115199014544487
"CCC20000394",0.790230572223663
"CCC20000395",0.289839178323746
"CCC20000396",0.629787266254425
"CCC20000399",0.527470409870148
"CCC20000401",0.655217289924622
"CCC20000404",0.322968333959579
"CCC20000405",0.305042386054993
"CCC20000406",0.728367984294891
"CCC20000407",0.626754641532898
"CCC20000408",0.553997874259949
"CCC20000409",0.545965790748596
"CCC20000410",0.390784084796906
"CCC20000411",0.213080853223801
"CCC20000412",0.394399136304855
"CCC20000414",0.318751394748688
"CCC20000415",0.351719200611115
"CCC20000416",0.379471898078918
"CCC20000418",0.209592655301094
"CCC20000419",0.406376451253891
"CCC20000420",0.86382269859314
"CCC20000421",0.158671393990517
"CCC20000422",0.179989337921143
"CCC20000423",0.452380329370499
"CCC20000424",0.53308230638504
"CCC20000428",0.114862553775311
"CCC20000429",0.691682755947113
"CCC20000431",0.744031548500061
"CCC20000432",0.187842294573784
"CCC20000433",0.279812753200531
"CCC20000434",0.516274094581604
"CCC20000435",0.907897293567657
"CCC20000436",0.709378600120544
"CCC20000437",0.230336844921112
"CCC20000438",0.417453080415726
"CCC20000439",0.324849814176559
"CCC20000441",0.188956558704376
"CCC20000442",0.124660521745682
"CCC20000443",0.218668311834335
"CCC20000444",0.663105905056
"CCC20000445",0.478168576955795
"CCC20000446",0.582455337047577
"CCC20000447",0.1739452034235
"CCC20000448",0.282545119524002
"CCC20000449",0.781360626220703
"CCC20000450",0.332217663526535
"CCC20000453",0.15881136059761
"CCC20000454",0.29783022403717
"CCC20000455",0.237760901451111
"CCC20000456",0.365253090858459
"CCC20000458",0.680301547050476
"CCC20000459",0.363130927085876
"CCC20000463",0.453832745552063
"CCC20000465",0.861374258995056
"CCC20000466",0.616522192955017
"CCC20000468",0.61435079574585
"CCC20000469",0.270684838294983
"CCC20000470",0.888375282287598
"CCC20000471",0.351358443498611
"CCC20000472",0.412115424871445
"CCC20000475",0.543037354946136
"CCC20000476",0.407502979040146
"CCC20000477",0.314353466033936
"CCC20000478",0.377350479364395
"CCC20000479",0.356024861335754
"CCC20000481",0.394381761550903
"CCC20000482",0.343400716781616
"CCC20000483",0.205518916249275
"CCC20000485",0.512216448783875
"CCC20000486",0.87971705198288
"CCC20000487",0.206712186336517
